state,round,year,area,section,indicator,harmonized_indicator,value,value_raw,data_flag,source
India,NFHS-6,2023-24,Rural,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),,97.4,97.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),,95.6,95.6,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a private health facility (%),,8.0,8.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a private health facility (%),,1.4,1.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a private health facility (%),,3.1,3.1,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Treatment of Childhood Diseases (children under age 5 years),Prevalence of diarrhoea in the 2 weeks preceding the survey (%),"Prevalence of diarrhoea, last 2 weeks (%)",6.7,6.7,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Treatment of Childhood Diseases (children under age 5 years),Prevalence of diarrhoea in the 2 weeks preceding the survey (%),"Prevalence of diarrhoea, last 2 weeks (%)",8.3,8.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Treatment of Childhood Diseases (children under age 5 years),Prevalence of diarrhoea in the 2 weeks preceding the survey (%),"Prevalence of diarrhoea, last 2 weeks (%)",7.9,7.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Treatment of Childhood Diseases (children under age 5 years),Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),,0.4,0.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Treatment of Childhood Diseases (children under age 5 years),Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),,0.6,0.6,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Treatment of Childhood Diseases (children under age 5 years),Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),,0.5,0.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Treatment of Childhood Diseases (children under age 5 years),Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),Prevalence of ARI symptoms (%),1.4,1.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Treatment of Childhood Diseases (children under age 5 years),Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),Prevalence of ARI symptoms (%),2.0,2.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Treatment of Childhood Diseases (children under age 5 years),Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),Prevalence of ARI symptoms (%),1.9,1.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Treatment of Childhood Diseases (children under age 5 years),Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),Child ARI/fever taken to facility (%),74.8,74.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Treatment of Childhood Diseases (children under age 5 years),Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),Child ARI/fever taken to facility (%),67.3,67.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Treatment of Childhood Diseases (children under age 5 years),Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),Child ARI/fever taken to facility (%),68.8,68.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth9 (%),Child breastfed within 1 hour of birth (%),48.0,48.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth9 (%),Child breastfed within 1 hour of birth (%),50.8,50.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth9 (%),Child breastfed within 1 hour of birth (%),50.1,50.1,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed10 (%),Child <6m exclusively breastfed (%),54.5,54.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed10 (%),Child <6m exclusively breastfed (%),56.2,56.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed10 (%),Child <6m exclusively breastfed (%),55.8,55.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months currently breastfeeding10 (%),,91.0,91.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months currently breastfeeding10 (%),,96.0,96.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months currently breastfeeding10 (%),,95.6,95.6,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain water only/other milk10 (%),,82.4,82.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain water only/other milk10 (%),,86.2,86.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain water only/other milk10 (%),,85.3,85.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),Child 6-8m solid/semi-solid + breastmilk (%),58.8,58.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),Child 6-8m solid/semi-solid + breastmilk (%),59.7,59.7,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),Child 6-8m solid/semi-solid + breastmilk (%),59.5,59.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),15.6,15.6,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),15.0,15.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),15.1,15.1,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),18.2,18.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),15.2,15.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",Breastfed child 6-23m adequate diet (%),16.3,16.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",Total child 6-23m adequate diet (%),16.2,16.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",Total child 6-23m adequate diet (%),15.0,15.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",Total child 6-23m adequate diet (%),15.3,15.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age)12 (%),Children under 5 stunted (%),23.9,23.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age)12 (%),Children under 5 stunted (%),30.9,30.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age)12 (%),Children under 5 stunted (%),29.3,29.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height)12 (%),Children under 5 wasted (%),16.5,16.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height)12 (%),Children under 5 wasted (%),19.8,19.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height)12 (%),Children under 5 wasted (%),19.0,19.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height)13 (%),Children under 5 severely wasted (%),4.6,4.6,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height)13 (%),Children under 5 severely wasted (%),5.4,5.4,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height)13 (%),Children under 5 severely wasted (%),5.2,5.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age)12 (%),Children under 5 underweight (%),25.3,25.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age)12 (%),Children under 5 underweight (%),33.8,33.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age)12 (%),Children under 5 underweight (%),31.8,31.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height)14 (%),,1.8,1.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height)14 (%),,1.1,1.1,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height)14 (%),,1.3,1.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Nutritional Status of Adults (age 15-49 years),Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)15 (%),Women BMI below normal (%),13.2,13.2,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Nutritional Status of Adults (age 15-49 years),Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)15 (%),Women BMI below normal (%),22.5,22.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Nutritional Status of Adults (age 15-49 years),Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)15 (%),Women BMI below normal (%),19.7,19.7,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Nutritional Status of Adults (age 15-49 years),Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),Men BMI below normal (%),14.9,14.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Nutritional Status of Adults (age 15-49 years),Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),Men BMI below normal (%),21.9,21.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Nutritional Status of Adults (age 15-49 years),Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),Men BMI below normal (%),19.7,19.7,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Nutritional Status of Adults (age 15-49 years),Women who are overweight or obese (BMI ≥25.0 kg/m2)15 (%),Women overweight/obese (%),42.8,42.8,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Nutritional Status of Adults (age 15-49 years),Women who are overweight or obese (BMI ≥25.0 kg/m2)15 (%),Women overweight/obese (%),25.5,25.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Nutritional Status of Adults (age 15-49 years),Women who are overweight or obese (BMI ≥25.0 kg/m2)15 (%),Women overweight/obese (%),30.7,30.7,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Nutritional Status of Adults (age 15-49 years),Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),Men overweight/obese (%),36.3,36.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Nutritional Status of Adults (age 15-49 years),Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),Men overweight/obese (%),23.0,23.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Nutritional Status of Adults (age 15-49 years),Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),Men overweight/obese (%),27.3,27.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - high (141-160 mg/dl)16 (%),Blood sugar high (141-160 mg/dl) - women (%),8.0,8.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - high (141-160 mg/dl)16 (%),Blood sugar high (141-160 mg/dl) - women (%),7.3,7.3,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - high (141-160 mg/dl)16 (%),Blood sugar high (141-160 mg/dl) - women (%),7.5,7.5,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - very high (>160 mg/dl)16 (%),Blood sugar very high (>160 mg/dl) - women (%),11.9,11.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - very high (>160 mg/dl)16 (%),Blood sugar very high (>160 mg/dl) - women (%),8.0,8.0,,NFHS-6 PDF
India,NFHS-6,2023-24,Total,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - very high (>160 mg/dl)16 (%),Blood sugar very high (>160 mg/dl) - women (%),9.1,9.1,,NFHS-6 PDF
India,NFHS-6,2023-24,Urban,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level16 (%),Raised blood sugar (>140 mg/dl) - women (%),21.9,21.9,,NFHS-6 PDF
India,NFHS-6,2023-24,Rural,Blood Sugar Level among Adults (age 15+) - Women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level16 (%),Raised blood sugar (>140 mg/dl) - women (%),16.2,16.2,,NFHS-6 PDF
